component_name	component_version	package_or_native_component	upstream_source	license_expression	selected_license_branch	distribution_kind	public_legal_file_path	legal_file_sha256	notice_path	verification_status
num-conv	0.1.0	rust-package	https://crates.io/crates/num-conv/0.1.0	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/num-conv-0.1.0-LICENSE-MIT-MIT-5fc5ae1c7c-af85fff507d8.txt	af85fff507d80e6c7ff242acfc4b0a7f5de9a72286bb3c883c782772ca4b4402		PASS
num-traits	0.2.19	rust-package	https://crates.io/crates/num-traits/0.2.19	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/bitflags-1.3.2-LICENSE-MIT-MIT-76a9400ff4-6485b8ed310d.txt	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb		PASS
num_enum	0.7.6	rust-package	https://crates.io/crates/num_enum/0.7.6	BSD-3-Clause OR MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
objc	0.2.7	rust-package	https://crates.io/crates/objc/0.2.7	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/objc-0.2.7-LICENSE.txt-MIT-d355852ee1-e353f37b12ae.txt	e353f37b12aefbb9f9b29490e837cfee05d9bda70804b3562839a3285c1df1e5		PASS
objc2	0.6.4	rust-package	https://crates.io/crates/objc2/0.6.4	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		PASS
objc2-core-foundation	0.3.2	rust-package	https://crates.io/crates/objc2-core-foundation/0.3.2	Zlib OR Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		PASS
objc2-core-foundation	0.3.2	rust-package	https://crates.io/crates/objc2-core-foundation/0.3.2	Zlib OR Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		PASS
objc2-encode	4.1.0	rust-package	https://crates.io/crates/objc2-encode/4.1.0	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		PASS
objc2-foundation	0.3.2	rust-package	https://crates.io/crates/objc2-foundation/0.3.2	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		PASS
once_cell	1.21.4	rust-package	https://crates.io/crates/once_cell/1.21.4	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
ordered-float	4.6.0	rust-package	https://crates.io/crates/ordered-float/4.6.0	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/ordered-float-4.6.0-LICENSE-MIT-MIT-0bc9fd89cf-f7715d38a3fa.txt	f7715d38a3fa1b4ac97c5729740752505a39cb92ee83ab5b102aeb5eaa7cdea4		PASS
owned_ttf_parser	0.25.1	rust-package	https://crates.io/crates/owned_ttf_parser/0.25.1	Apache-2.0	Apache-2.0	TARGET_LINKED_RUNTIME	licenses/ab_glyph-0.2.32-LICENSE-Apache-2_0-ec9246a757-a6cba85bc92e.txt	a6cba85bc92e0cff7a450b1d873c0eaa2e9fc96bf472df0247a26bec77bf3ff9		PASS
page_size	0.6.0	rust-package	https://crates.io/crates/page_size/0.6.0	MIT/Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/page_size-0.6.0-LICENSE-MIT-MIT-732f98acb7-14435fbcd271.txt	14435fbcd271e2783f721b57b7bf4f6502c1379249a4300e0e5bb774686c2d90		PASS
parking	2.2.1	rust-package	https://crates.io/crates/parking/2.2.1	Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
parking_lot	0.12.5	rust-package	https://crates.io/crates/parking_lot/0.12.5	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		PASS
parking_lot_core	0.9.12	rust-package	https://crates.io/crates/parking_lot_core/0.9.12	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		PASS
pin-project-lite	0.2.17	rust-package	https://crates.io/crates/pin-project-lite/0.2.17	Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
png	0.18.1	rust-package	https://crates.io/crates/png/0.18.1	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/png-0.18.1-LICENSE-MIT-MIT-74210a6d75-eaf40297c75d.txt	eaf40297c75da471f7cda1f3458e8d91b4b2ec866e609527a13acfa93b638652		PASS
pollster	0.4.0	rust-package	https://crates.io/crates/pollster/0.4.0	Apache-2.0/MIT	MIT	TARGET_LINKED_RUNTIME	licenses/pollster-0.4.0-LICENSE-MIT-MIT-3960e591c6-cc02a5331667.txt	cc02a53316678ca2575cc69d12daa7b1833935d4b7742c31fbab7bd74a481077		PASS
powerfmt	0.2.0	rust-package	https://crates.io/crates/powerfmt/0.2.0	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/powerfmt-0.2.0-LICENSE-MIT-MIT-94c391d8af-070dbc7dda03.txt	070dbc7dda03a29296f2d58bdb9b7331af90f2abc9f31df22875d1eabaf29852		PASS
profiling	1.0.18	rust-package	https://crates.io/crates/profiling/1.0.18	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/profiling-1.0.18-LICENSE-MIT-MIT-1bc74bceb7-c8167fdeeed4.txt	c8167fdeeed46d3f244d3f85c5bf998ce889343691c32be2c61a8bc4b5c08333		PASS
raw-window-handle	0.6.2	rust-package	https://crates.io/crates/raw-window-handle/0.6.2	MIT OR Apache-2.0 OR Zlib	MIT	TARGET_LINKED_RUNTIME	licenses/raw-window-handle-0.6.2-LICENSE-MIT.md-MIT-15c71a43d3-9c5a80639a57.txt	9c5a80639a57c1c945570e7ebbca0706305849ce3c098021325cca9db2f7acc4		PASS
ref-cast	1.0.26	rust-package	https://crates.io/crates/ref-cast/1.0.26	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
rustc-hash	1.1.0	rust-package	https://crates.io/crates/rustc-hash/1.1.0	Apache-2.0/MIT	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
rustc-hash	2.1.3	rust-package	https://crates.io/crates/rustc-hash/2.1.3	Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/rustc-hash-2.1.3-LICENSE-MIT-MIT-62e4c5d8ec-30fefc3a7d6a.txt	30fefc3a7d6a0041541858293bcbea2dde4caa4c0a5802f996a7f7e8c0085652		PASS
scopeguard	1.2.0	rust-package	https://crates.io/crates/scopeguard/1.2.0	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/scopeguard-1.2.0-LICENSE-MIT-MIT-9973986ca8-fb77f0a9c53e.txt	fb77f0a9c53e473abe5103c8632ef9f0f2874d4fb3f17cb2d8c661aab9cee9d7		PASS
sdl2	0.38.0	rust-package	https://crates.io/crates/sdl2/0.38.0	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/sdl2-0.38.0-LICENSE-MIT-9910097f7a-df7af208e28b.txt	df7af208e28b219a02bfa6efb733ed70c96b35e13aa09064c3c999919790dd4c		PASS
SDL2	2.32.8	native-component	https://www.libsdl.org/	Zlib	Zlib	BUNDLED_DYNAMIC_FRAMEWORK	licenses/SDL2-2.32.8-License.txt-Zlib-37b975b52737.txt	37b975b5273734ea157fb1e363d06191036f289eca7767f736967816bedd156f		PASS
sdl2-sys	0.38.0	rust-package	https://crates.io/crates/sdl2-sys/0.38.0	MIT AND Zlib	MIT,Zlib	TARGET_LINKED_RUNTIME	licenses/sdl2-0.38.0-LICENSE-MIT-9910097f7a-df7af208e28b.txt	df7af208e28b219a02bfa6efb733ed70c96b35e13aa09064c3c999919790dd4c		PASS
sdl2-sys	0.38.0	rust-package	https://crates.io/crates/sdl2-sys/0.38.0	MIT AND Zlib	MIT,Zlib	TARGET_LINKED_RUNTIME	licenses/sdl2-sys-0.38.0-LICENSE.txt-Zlib-0a7bbf6559-9928507f684c.txt	9928507f684c1965d07f2b6ef4b4723d5efc2f6b4ab731f743a413c51c319927		PASS
SDL2_image	NOT_DISTRIBUTED	native-component	https://github.com/libsdl-org/SDL_image	NOT_DISTRIBUTED	NOT_APPLICABLE	NOT_DISTRIBUTED				PASS
serde	1.0.229	rust-package	https://crates.io/crates/serde/1.0.229	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
serde_core	1.0.229	rust-package	https://crates.io/crates/serde_core/1.0.229	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
serde_json	1.0.151	rust-package	https://crates.io/crates/serde_json/1.0.151	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
sharded-slab	0.1.7	rust-package	https://crates.io/crates/sharded-slab/0.1.7	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/sharded-slab-0.1.7-LICENSE-MIT-a9f751bae8-eafbfa606bc0.txt	eafbfa606bc005ed7fd2f623d65af17ffe4ef7c017221ac14405bf4140771ea9		PASS
simd-adler32	0.3.10	rust-package	https://crates.io/crates/simd-adler32/0.3.10	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/simd-adler32-0.3.10-LICENSE.md-MIT-0e4c60e6b6-42a35170233e.txt	42a35170233e83e18856792e748de4c1ce4a63b2afce9a370c89ef3fe23f9f2d		PASS
smallvec	1.15.2	rust-package	https://crates.io/crates/smallvec/1.15.2	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/smallvec-1.15.2-LICENSE-MIT-MIT-9ae314456d-0b28172679e0.txt	0b28172679e0009b655da42797c03fd163a3379d5cfa67ba1f1655e974a2a1a9		PASS
spirv	0.3.0+sdk-1.3.268.0	rust-package	https://crates.io/crates/spirv/0.3.0+sdk-1.3.268.0	Apache-2.0	Apache-2.0	TARGET_LINKED_RUNTIME	licenses/gl_generator-0.14.0-LICENSE-Apache-2_0-33bdcf7e06-cfc7749b96f6.txt	cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30		PASS
static_assertions	1.1.0	rust-package	https://crates.io/crates/static_assertions/1.1.0	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/static_assertions-1.1.0-LICENSE-MIT-MIT-ebffc3fac0-ea084a2373eb.txt	ea084a2373ebc1f0902c09266e7bf25a05ab3814c1805bb017ffa7308f90c061		PASS
strum	0.26.3	rust-package	https://crates.io/crates/strum/0.26.3	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/strum-0.26.3-LICENSE-MIT-79fe6f7e18-8bce3b45e49e.txt	8bce3b45e49ecd1461f223b46de133d8f62cd39f745cfdaf81bee554b908bd42		PASS
termcolor	1.4.1	rust-package	https://crates.io/crates/termcolor/1.4.1	Unlicense OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	01c266bced4a434da0051174d6bee16a4c82cf634e2679b6155d40d75012390f	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	PASS
termcolor	1.4.1	rust-package	https://crates.io/crates/termcolor/1.4.1	Unlicense OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/jiff-0.2.35-LICENSE-MIT-MIT-84c2c65344-0f96a83840e1.txt	0f96a83840e146e43c0ec96a22ec1f392e0680e6c1226e6f3ba87e0740af850f		PASS
thiserror	1.0.69	rust-package	https://crates.io/crates/thiserror/1.0.69	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
thiserror	2.0.20	rust-package	https://crates.io/crates/thiserror/2.0.20	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
thread_local	1.1.10	rust-package	https://crates.io/crates/thread_local/1.1.10	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		PASS
time	0.3.45	rust-package	https://crates.io/crates/time/0.3.45	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/time-0.3.45-LICENSE-MIT-MIT-b4b8b1e506-2537228d9a1b.txt	2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc		PASS
time-core	0.1.7	rust-package	https://crates.io/crates/time-core/0.1.7	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/time-0.3.45-LICENSE-MIT-MIT-b4b8b1e506-2537228d9a1b.txt	2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc		PASS
tracing	0.1.44	rust-package	https://crates.io/crates/tracing/0.1.44	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		PASS
tracing-core	0.1.36	rust-package	https://crates.io/crates/tracing-core/0.1.36	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		PASS
tracing-log	0.2.0	rust-package	https://crates.io/crates/tracing-log/0.2.0	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		PASS
tracing-subscriber	0.3.23	rust-package	https://crates.io/crates/tracing-subscriber/0.3.23	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/tracing-0.1.44-LICENSE-MIT-e043238a31-898b1ae9821e.txt	898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1		PASS
ttf-parser	0.25.1	rust-package	https://crates.io/crates/ttf-parser/0.25.1	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/ttf-parser-0.25.1-LICENSE-MIT-MIT-9e873d4dc6-f3c9fe731c70.txt	f3c9fe731c701ed77fd5fbaac573872af04dc5869385eb9bd5e3c73c42713814		PASS
type-map	0.5.1	rust-package	https://crates.io/crates/type-map/0.5.1	MIT/Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/type-map-0.5.1-LICENSE-MIT-MIT-f441e238e9-b47fb719a40d.txt	b47fb719a40d9ef9c8e3be525c41ce129c46d613cfc96a91bddd7c19dcebf7a1		PASS
unicode-width	0.1.14	rust-package	https://crates.io/crates/unicode-width/0.1.14	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/unicode-width-0.1.14-LICENSE-MIT-MIT-b651b6c6d5-7b63ecd5f190.txt	7b63ecd5f1902af1b63729947373683c32745c16a10e8e6292e2e2dcd7e90ae0		PASS
unicode-xid	0.2.6	rust-package	https://crates.io/crates/unicode-xid/0.2.6	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/unicode-width-0.1.14-LICENSE-MIT-MIT-b651b6c6d5-7b63ecd5f190.txt	7b63ecd5f1902af1b63729947373683c32745c16a10e8e6292e2e2dcd7e90ae0		PASS
uuid	1.24.0	rust-package	https://crates.io/crates/uuid/1.24.0	Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/uuid-1.24.0-LICENSE-MIT-MIT-c12d25f67d-436bc5a105d8.txt	436bc5a105d8e57dcd8778730f3754f7bf39c14d2f530e4cde4bd2d17a83ec3d		PASS
Vulkan-Loader	1.4.350	native-component	https://github.com/KhronosGroup/Vulkan-Loader	Apache-2.0	Apache-2.0	BUNDLED_DYNAMIC_LIBRARY	licenses/Vulkan-Loader-1.4.350-LICENSE.txt-Apache-2_0-83ddfc5ec5-43c0a37e6a0f.txt	43c0a37e6a0fa7ff3c843b3ec5a4fac84b712558ddac103fbd4c1649662a9ece		PASS
web-time	1.1.0	rust-package	https://crates.io/crates/web-time/1.1.0	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/web-time-1.1.0-LICENSE-MIT-MIT-dd69bde978-f428305bbf2e.txt	f428305bbf2e70fbd807af0f3c7ac1b7acfb95311640f451e9d2e48db6d7e96b		PASS
wgpu	24.0.5	rust-package	https://crates.io/crates/wgpu/24.0.5	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		PASS
wgpu-core	24.0.5	rust-package	https://crates.io/crates/wgpu-core/24.0.5	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		PASS
wgpu-hal	24.0.4	rust-package	https://crates.io/crates/wgpu-hal/24.0.4	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/wgpu-hal-24.0.4-LICENSE.APACHE-NOTICE-3ed0a567fb-93322bf14207.txt	93322bf14207312d2ac79c0dc02f97f4592bc3c72d9e1a4f6012c21a0f6d816d	licenses/wgpu-hal-24.0.4-LICENSE.APACHE-NOTICE-3ed0a567fb-93322bf14207.txt	PASS
wgpu-hal	24.0.4	rust-package	https://crates.io/crates/wgpu-hal/24.0.4	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		PASS
wgpu-hal	24.0.4	rust-package	https://crates.io/crates/wgpu-hal/24.0.4	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/wgpu-hal-24.0.4-LICENSE.MIT-NOTICE-f07532d739-10b693f40602.txt	10b693f4060285108e21fbca779818813849a4bb52101b6ec0512e4b0750ba64	licenses/wgpu-hal-24.0.4-LICENSE.MIT-NOTICE-f07532d739-10b693f40602.txt	PASS
wgpu-types	24.0.0	rust-package	https://crates.io/crates/wgpu-types/24.0.0	MIT OR Apache-2.0	MIT	TARGET_LINKED_RUNTIME	licenses/wgpu-types-24.0.0-LICENSE.MIT-MIT-ed79365822-885bec93203d.txt	885bec93203d42cd1e93c5b273626e1cf52b519a31fc49f45bd689f77ff62378		PASS
xxhash-rust	0.8.18	rust-package	https://crates.io/crates/xxhash-rust/0.8.18	BSL-1.0	BSL-1.0	TARGET_LINKED_RUNTIME	licenses/xxhash-rust-0.8.18-LICENSE-BSL-1_0-db2060cc33-c9bff7573892.txt	c9bff75738922193e67fa726fa225535870d2aa1059f91452c411736284ad566		PASS
zerocopy	0.8.56	rust-package	https://crates.io/crates/zerocopy/0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	MIT	TARGET_LINKED_RUNTIME	licenses/zerocopy-0.8.56-LICENSE-MIT-MIT-fb76a53a36-1a2f5c12ddc9.txt	1a2f5c12ddc934d58956aa5dbdd3255fe55fd957633ab7d0d39e4f0daa73f7df		PASS
zmij	1.0.23	rust-package	https://crates.io/crates/zmij/1.0.23	MIT	MIT	TARGET_LINKED_RUNTIME	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		PASS
